Energy,Entropy,Overlap
-7.635978122406558,2.351246259551297,4.75482762930212e-33
-7.6341533399707835,2.3075066816240395,1.88079096131566e-37
-7.63415333997078,2.316649671581545,5.058575369554599e-33
-7.624172793475817,2.4057313249091403,3.660066230494307e-33
-7.624172793475813,2.393458157084764,1.7381517748094804e-32
-7.609718036198252,2.5717166618322795,3.6863502841786936e-35
-7.6097180361982515,2.5663014799603707,2.4442759333258318e-33
-7.608127915898958,1.8772710320827626,1.1325671779212189e-31
-7.608127915898953,1.9061790244762895,7.52316384526264e-35
-7.605752686674857,2.3115766289655815,4.4789908269155654e-32
-7.605752686674852,2.3154986129237116,1.7333369499485123e-33
-7.587056891361564,2.4584992710059717,4.333342374871281e-34
-7.58705689136156,2.460346320255855,1.692711865184094e-34
-7.576071967392947,1.2071121875091717,2.2901495749333194e-59
-7.575840430213055,2.4409986325008224,1.0833355937178202e-34
-7.5758404302130415,2.4417955896466923,1.1943774920738967e-32
-7.5544916506096165,0.8638156334984806,2.0855343333638144e-59
-7.54602755585386,1.3674933930828281,3.012206795607243e-58
-7.504012651897718,2.5586556421327873,8.696777405123612e-34
-7.5040126518977095,2.5678130256131193,1.7496057917638927e-34
-7.495573143619423,2.119630635006866,9.437056727497456e-33
-7.4955731436194215,2.115210518157981,1.692711865184094e-32
-7.494189027925637,2.0421041603027006,1.4564845204428471e-33
-7.494189027925634,2.0448732432023187,8.775018309114343e-33
-7.491309117778426,2.189085396985387,6.770847460736376e-34
-7.485506494334141,2.5154289970084913,1.6266961024419143e-33
-7.485506494334132,2.5087855261209047,3.6412113011071178e-34
-7.474712692431466,1.119540017662088,7.187195226765592e-60
-7.46950854263558,2.3209176178699433,3.453179224749585e-33
-7.469508542635579,2.3116764322025856,3.402397868794062e-33
-7.468784776549486,1.8090123095658572,3.033213047913765e-8
-7.463108785073251,2.1950661872259922,4.243534606468458e-36
-7.463108785073247,2.2007593728085104,8.472975035670557e-33
-7.4629208536017515,0.9399333386350769,3.5187013227881154e-59
-7.46188933111448,2.046177258694259,2.3039689276116835e-34
-7.461889331114474,2.224167427854336,4.0366005809497024e-33
-7.452216574349485,2.3788118969273304,2.5194323401400055e-32
-7.452216574349482,2.3964832486282663,1.9567749161528127e-33
-7.421151735538224,2.4982425379366697,1.3270861023043297e-33
-7.421151735538221,2.492806775267282,1.7478115171867976e-31
-7.414910971992365,1.9584874179539378,2.9493811538967654e-32
-7.414910971992362,2.13717729061631,1.0123169270185408e-30
-7.40783788613741,2.276442762093891,0.001264983986650435
-7.4030282577796465,2.369335979636189,1.7243209082777053e-33
-7.403028257779644,2.370166303546267,4.665537078413659e-31
-7.402939891072804,1.4433298436762338,3.6813945823168655e-59
-7.401179171405488,2.4246742355879243,1.6530389308438418e-35
-7.401179171405486,2.4199890148840892,1.722520521129986e-31
-7.394182550467362,2.1720647268499134,8.294288139402061e-35
-7.394182550467358,2.2083637351448515,1.1797524615587062e-31
-7.383928065067297,2.3994999827469314,8.192725427491015e-34
-7.383928065067287,2.411585747988993,2.174194351280903e-34
-7.375276294439167,2.489531679695497,3.009265538105056e-36
-7.375276294439158,2.4862586695773374,2.264641588610573e-32
-7.365865427740958,2.344098734660372,3.6863502841786936e-35
-7.365865427740956,2.3489430478566846,1.0453071759743683e-32
-7.36435122160795,2.4667271894210514,1.4564845204428471e-33
-7.3643512216079445,2.4882080636922357,1.2339869497192045e-33
-7.362590418435814,1.7552478087531793,3.1260983526471584e-8
-7.358348386143856,2.6202057161423564,4.608408052963696e-34
-7.358348386143849,2.626743197809215,2.5748028260411386e-34
-7.349262821164033,2.6777026583133305,1.58174519846647e-34
-7.349262821164021,2.680144341740019,1.4301170066595524e-32
-7.3475711444947995,1.8767474391667436,3.1616096059716245e-34
-7.344273520740621,2.3120326525151587,1.4956802040766655e-32
-7.344273520740616,2.2679277768363133,3.009265538105056e-34
-7.313916427613858,0.9121790209518643,2.2845410178442864e-60
-7.3133361768469305,0.9003723238830792,1.6123047102672194e-60
-7.2962299776866555,2.0860236756132804,9.01945060442433e-34
-7.296229977686652,2.127325746243633,2.6410536876534827e-33
-7.281119073100411,2.622053171119743,1.2714146898493862e-34
-7.281119073100408,2.604035900059303,3.009265538105056e-36
-7.277812344249535,2.3898114305658122,3.5589266965495577e-34
-7.277812344249534,2.384439589669583,5.8259380817713885e-33
-7.271941674188715,1.1430668327832572,4.297623338445776e-60
-7.250090423511891,1.4105803215674193,5.54605779625612e-59
-7.241583373769656,2.542100063534834,1.2037062152420224e-35
-7.241583373769642,2.536233024498302,7.703719777548943e-34
-7.235818686752851,2.3950917750771294,1.8322082499939152e-31
-7.235807913882129,2.3857474051001755,5.414015756577165e-10
-7.222940101285172,2.1582726854398464,3.2548216060144286e-32
-7.222940101285169,2.2112837765420448,1.3270861023043297e-33
-7.220031379939228,2.4545061734374456,4.6359616405469704e-33
-7.220031379939226,2.4629599007059486,1.2714146898493862e-34
-7.2185898194236735,2.3003750478815044,1.2037062152420224e-33
-7.21858981942367,2.3892783479972532,4.81482486096809e-35
-7.212066235885962,2.4942110772182793,2.2551153823915092e-33
-7.212066235885959,2.494463937219848,9.414416706300618e-34
-7.2040431429406695,2.0448368762104225,2.2757570631919486e-35
-7.204043142940666,1.9980037379946856,5.89816045468591e-34
-7.203273419537398,2.3171909280743193,4.891937290382032e-34
-7.203273419537395,2.403982839241476,4.333342374871281e-34
-7.181038748859442,2.654502774664116,2.4576949360244374e-33
